timestamp_cet,event,residence_id,name,housing_type,price_text,price_min_eur,price_max_eur,surface_text,surface_min_m2,surface_max_m2,details,address,link,source_url,first_seen_cet,last_seen_cet
2026-09-03T13:03:28+01:00,added,d1d238e1eb862774,CITE UNIVERSITAIRE DE MULHOUSE,Individuel,276 €,276,,9 m²,9,,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",11 rue des frères Lumière 68350 BRUNSTATT,https://trouverunlogement.lescrous.fr/tools/47/accommodations/674,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.282494_47.7833721_7.3686272_47.7218791&locationName=Mulhouse,2026-09-03T13:03:28+01:00,2026-09-03T13:03:28+01:00
