residence_id,name,housing_type,price_text,price_min_eur,price_max_eur,surface_text,surface_min_m2,surface_max_m2,details,address,link,source_url,first_seen_cet,last_seen_cet
574d99255c15b0b8,RESIDENCE KATIA ET MAURICE KRAFFT,Individuel,346 €,346,,18 m²,18,,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo","40, 42, 44, 46, Boulevard Stoessel 68200 MULHOUSE",https://trouverunlogement.lescrous.fr/tools/47/accommodations/553,https://trouverunlogement.lescrous.fr/tools/47/search?bounds=7.282494_47.7833721_7.3686272_47.7218791&locationName=Mulhouse,2026-09-17T14:27:16+01:00,2026-09-17T14:27:16+01:00
